leg_id,origin_id,origin,destination_id,destination,connection,mode,mode_label,mixed_mode,inferred,distance_miles,quality,effective_speed_miles_per_day,travel_days,risk_premium,freight_gp_per_100_lb,freight_gp_per_2000_lb
LEG-000610,melvaunt,Melvaunt,phlan,Phlan,The Moonsea Run,sea,sea lane,False,False,48.92157,1.05,75.6,0.647111,0.2565,0.105377,2.107541
LEG-000611,melvaunt,Melvaunt,thentia,Thentia,The Moonsea Run,sea,sea lane,False,False,37.081801,1.05,75.6,0.4905,0.2295,0.078158,1.563157
LEG-000612,melvaunt,Melvaunt,zhentil_keep,Zhentil Keep,Moonsea coasting run,sea,sea lane,False,False,115.710025,0.95,68.4,1.691667,0.2835,0.281395,5.627892
LEG-000613,memnon,Memnon,almraiven,Almraiven,The Shining Sea Run,sea,sea lane,False,False,456.640712,1.0,72.0,6.342232,0.2565,1.032784,20.655686
LEG-000614,memnon,Memnon,calimport,Calimport,The Sword Coast Run,sea,sea lane,False,False,168.079416,1.2,86.4,1.945364,0.2835,0.323595,6.471898
LEG-000615,memnon,Memnon,castle_tethyr,Castle Tethyr,Zazesspur through Castle Tethyr to Myratma,road,road,False,False,113.352032,0.85,20.4,5.556472,0.27,1.016168,20.323353
LEG-000616,memnon,Memnon,lantan,Lantan,The Shining Sea Run,sea,sea lane,False,False,402.284588,1.0,72.0,5.587286,0.189,0.860969,17.21939
LEG-000617,memnon,Memnon,myratma,Myratma,The Trade Way,road,road,False,False,39.498987,1.3,31.2,1.265993,0.27,0.231525,4.630497
LEG-000618,memnon,Memnon,nimbral,Nimbral,Sea of Swords coasting run,sea,sea lane,False,False,393.175546,0.95,68.4,5.74818,0.1755,0.875705,17.514108
LEG-000619,memnon,Memnon,port_nyanzaru,Port Nyanzaru,Sea of Swords coasting run,sea,sea lane,False,False,458.680128,0.95,68.4,6.70585,0.243,1.080264,21.605283
LEG-000620,memnon,Memnon,zazesspur,Zazesspur,The Sword Coast Run,sea,sea lane,False,False,146.608902,1.2,86.4,1.696862,0.243,0.273352,5.467046
LEG-000621,menzoberranzan,Menzoberranzan,blingdenstone,Blingdenstone,Underdark passage,tunnel,Underdark tunnel,False,True,17.854971,0.85,10.2,1.750487,0.594,0.38171,7.634198
LEG-000622,menzoberranzan,Menzoberranzan,gracklstugh,Gracklstugh,Underdark passage,tunnel,Underdark tunnel,False,True,8.0,0.85,10.2,0.784314,0.726,0.18519,3.703793
LEG-000623,menzoberranzan,Menzoberranzan,mantol_derith,Mantol-Derith,Underdark passage,tunnel,Underdark tunnel,False,True,35.618254,0.85,10.2,3.491986,0.825,0.871809,17.436183
LEG-000624,menzoberranzan,Menzoberranzan,nesme,Nesmé,Menzoberranzan Surface Way,tunnel+trail,Underdark tunnel and trail,True,True,35.618254,0.35,6.472258,5.503219,0.915975,1.932661,38.653222
LEG-000625,messemprar,Messemprar,bezantur,Bezantur,The Vilhon Passage,sea,sea lane,False,False,243.46815,1.05,75.6,3.220478,0.27,0.530065,10.601299
LEG-000626,messemprar,Messemprar,cimbar,Cimbar,The Vilhon Passage,sea,sea lane,False,False,387.351339,1.05,75.6,5.123695,0.2295,0.816426,16.328519
LEG-000627,messemprar,Messemprar,luthcheq,Luthcheq,The Eastern Shaar Road,road,road,False,False,295.240055,1.0,24.0,12.301669,0.3,2.302872,46.057449
LEG-000628,messemprar,Messemprar,mordulkin,Mordulkin,Mordulkin through Threskel toward Messemprar,trail,trail,False,False,304.587826,0.7,13.3,22.90134,0.39,4.71763,94.352606
LEG-000629,messemprar,Messemprar,shussel,Shussel,Messemprar to Shussel,trail,trail,False,False,101.335728,0.7,13.3,7.619228,0.429,1.613583,32.271666
LEG-000630,messemprar,Messemprar,skuld,Skuld,The Alamber Run,sea,sea lane,False,False,192.339518,1.1,79.2,2.428529,0.2025,0.378472,7.569434
LEG-000631,messemprar,Messemprar,velprintalar,Velprintalar,Sea of Fallen Stars coasting run,sea,sea lane,False,False,470.079015,0.95,68.4,6.8725,0.189,1.059014,21.180276
LEG-000632,mezro,Mezro,ishau,Ishau,local market trail,trail,trail,False,True,144.105864,0.65,12.35,11.668491,0.312,2.268803,45.376054
LEG-000633,mezro,Mezro,port_castigliar,Port Castigliar,local market trail,trail,trail,False,True,17.22353,0.65,12.35,1.394618,0.312,0.271167,5.423345
LEG-000634,mimph,Mimph,arrabar,Arrabar,The Vilhon Road,road,road,False,False,24.285181,0.85,20.4,1.19045,0.18,0.202281,4.045625
LEG-000635,mimph,Mimph,fort_arran,Fort Arran,The Vilhon Road,road,road,False,False,60.602414,0.85,20.4,2.970707,0.18,0.504782,10.095649
LEG-000636,mimph,Mimph,hlondeth,Hlondeth,Mimph to Nimpeth trail,trail,trail,False,False,79.891329,0.7,13.3,6.006867,0.234,1.098529,21.970572
LEG-000637,mines_of_tethyamar,Mines of Tethyamar,dagger_falls,Dagger Falls,Black Road across Anauroch to Dagger Falls,trail,trail,False,False,60.82146,0.7,13.3,4.573042,0.273,0.862744,17.254874
LEG-000638,mines_of_tethyamar,Mines of Tethyamar,shade,Shade,Black Road across Anauroch to Dagger Falls,trail,trail,False,False,234.875153,0.7,13.3,17.659786,0.273,3.33167,66.63341
LEG-000639,mines_of_tethyamar,Mines of Tethyamar,voonlar,Voonlar,Dagger Falls to Teshwave trail,trail,trail,False,False,168.222834,0.7,13.3,12.648333,0.273,2.386217,47.724337
LEG-000640,mintar,Mintar,saelmur,Saelmur,Saradush through Mintar to Ankhapur,trail,trail,False,False,118.834447,0.7,13.3,8.934921,0.351,1.788934,35.778675
LEG-000641,mintar,Mintar,saradush,Saradush,Saradush through Mintar to Ankhapur,trail,trail,False,False,164.310216,0.7,13.3,12.354152,0.312,2.402121,48.042429
LEG-000642,mintar,Mintar,yeshpek,Yeshpek,Mintar junction via Yeshpek to Tulmon and Suldolphor,trail,trail,False,False,179.74383,0.7,13.3,13.514574,0.351,2.705864,54.117272
LEG-000643,mintarn,Mintarn,baldur_s_gate,Baldur's Gate,The Nelanther Passage,sea,sea lane,False,False,310.809138,1.0,72.0,4.316794,0.216,0.680299,13.605981
LEG-000644,mintarn,Mintarn,caer_calidyrr,Caer Calidyrr,Sea of Swords coasting run,sea,sea lane,False,False,158.20749,0.95,68.4,2.312975,0.2025,0.360463,7.209266
LEG-000645,mintarn,Mintarn,caer_corwell,Caer Corwell,Sea of Swords coasting run,sea,sea lane,False,False,374.028475,0.95,68.4,5.468253,0.216,0.861762,17.235232
LEG-000646,mintarn,Mintarn,candlekeep,Candlekeep,Sea of Swords coasting run,sea,sea lane,False,False,339.975176,0.95,68.4,4.970397,0.1485,0.739822,14.796435
LEG-000647,mintarn,Mintarn,orlumbor,Orlumbor,The Nelanther Passage,sea,sea lane,False,False,210.101737,1.0,72.0,2.91808,0.243,0.470082,9.401633
LEG-000648,mintarn,Mintarn,waterdeep,Waterdeep,Sea of Swords coasting run,sea,sea lane,False,False,369.250186,0.95,68.4,5.398395,0.1755,0.822417,16.448347
LEG-000649,mirabar,Mirabar,gracklstugh,Gracklstugh,Mirabar Underway,tunnel+trail,Underdark tunnel and trail,True,True,219.117799,0.4,6.472258,33.854923,0.55755,9.665246,193.304916
LEG-000650,mirabar,Mirabar,jalanthar,Jalanthar,caravan track,track,wilderness track,False,True,177.929902,0.5499999999999999,9.9,17.972717,0.294,3.641999,72.839973
LEG-000651,mirabar,Mirabar,longsaddle,Longsaddle,The Long Road,road,road,False,False,161.078123,1.1,26.4,6.101444,0.15,1.010399,20.207983
LEG-000652,mirabar,Mirabar,luskan,Luskan,Luskan to Mirabar,road,road,False,False,221.592158,0.85,20.4,10.862361,0.27,1.986509,39.73017
LEG-000653,mirabar,Mirabar,nesme,Nesmé,caravan track,track,wilderness track,False,True,187.597228,0.5499999999999999,9.9,18.949215,0.315,3.902193,78.043858
LEG-000654,mishtan,Mishtan,city_of_the_dead,City of the Dead,local market trail,trail,trail,False,True,35.746328,0.65,12.35,2.89444,0.156,0.495873,9.917461
LEG-000655,mishtan,Mishtan,skuld,Skuld,local market trail,trail,trail,False,True,263.390395,0.65,12.35,21.327157,0.156,3.653752,73.075031
LEG-000656,mithral_hall,Mithral Hall,everlund,Everlund,caravan track,track,wilderness track,False,True,156.909432,0.7,12.6,12.45313,0.084,2.113974,42.279471
LEG-000657,mithral_hall,Mithral Hall,jalanthar,Jalanthar,caravan track,track,wilderness track,False,True,48.572626,0.85,15.3,3.174681,0.231,0.611998,12.239959
LEG-000658,mithral_hall,Mithral Hall,nesme,Nesmé,The Mithral Road,road,road,False,False,72.911247,0.95,22.8,3.197862,0.18,0.543381,10.867613
LEG-000659,mithral_hall,Mithral Hall,silverymoon,Silverymoon,caravan track,track,wilderness track,False,True,122.331517,0.85,15.3,7.995524,0.063,1.330981,26.619626
LEG-000660,monastery_of_the_yellow_rose,Monastery of the Yellow Rose,mulmaster,Mulmaster,local market trail,trail,trail,False,True,123.961325,0.65,12.35,10.037354,0.429,2.125689,42.513776
LEG-000661,mordulkin,Mordulkin,luthcheq,Luthcheq,Airspur through Cimbar and Soorenar to Mordulkin,road,road,False,False,134.419854,0.85,20.4,6.589209,0.27,1.205034,24.100689
LEG-000662,mordulkin,Mordulkin,messemprar,Messemprar,Mordulkin through Threskel toward Messemprar,trail,trail,False,False,304.587826,0.7,13.3,22.90134,0.39,4.71763,94.352606
LEG-000663,morningstar_hollows,Morningstar Hollows,alaghon,Alaghôn,Alaghon through Turmish to Hlondeth,road,road,False,False,41.179555,0.85,20.4,2.018606,0.15,0.334281,6.685622
LEG-000664,morningstar_hollows,Morningstar Hollows,nonthal,Nonthal,Alaghon through Turmish to Hlondeth,road,road,False,False,63.693321,0.85,20.4,3.122222,0.15,0.51704,10.340798
LEG-000665,mosstone,Mosstone,castle_tethyr,Castle Tethyr,Trade Way: Mosstone to Zazesspur,road,road,False,False,158.889356,0.85,20.4,7.788694,0.24,1.390749,27.814984
LEG-000666,mosstone,Mosstone,murann,Murann,Crimmor through Purskul and Imnescar to Mosstone,road,road,False,False,168.147606,0.85,20.4,8.24253,0.27,1.507394,30.147877
LEG-000667,mount_talath,Mount Talath,halarahh,Halarahh,local market trail,trail,trail,False,True,155.476976,0.65,12.35,12.589229,0.078,2.01125,40.225003
LEG-000668,mulmaster,Mulmaster,elmwood,Elmwood,The Moonsea Run,sea,sea lane,False,False,53.958688,1.05,75.6,0.713739,0.2565,0.116227,2.32454
LEG-000669,mulmaster,Mulmaster,harrowdale_town,Harrowdale Town,The River Lis,river+sea,river and sea lane,True,False,235.476453,1.0,45.257143,5.203078,0.291975,0.915427,18.308543
LEG-000670,mulmaster,Mulmaster,melvaunt,Melvaunt,caravan track,track,wilderness track,False,True,164.84796,0.85,15.3,10.774376,0.42,2.39592,47.918393
LEG-000671,mulmaster,Mulmaster,monastery_of_the_yellow_rose,Monastery of the Yellow Rose,local market trail,trail,trail,False,True,123.961325,0.65,12.35,10.037354,0.429,2.125689,42.513776
LEG-000672,mulmaster,Mulmaster,phlan,Phlan,caravan track,track,wilderness track,False,True,213.291655,0.85,15.3,13.940631,0.441,3.145851,62.917023
LEG-000673,mulmaster,Mulmaster,thentia,Thentia,The Moonsea Run,sea,sea lane,False,False,128.447382,1.05,75.6,1.699039,0.2565,0.276676,5.533513
LEG-000674,mulptan,Mulptan,immilmar,Immilmar,Nathoud via Mulptan to Immilmar,trail,trail,False,False,105.204755,0.7,13.3,7.910132,0.312,1.538033,30.760668
LEG-000675,mulptan,Mulptan,nathoud,Nathoud,Nathoud via Mulptan to Immilmar,trail,trail,False,False,179.395511,0.7,13.3,13.488384,0.312,2.62266,52.453197
LEG-000676,mulptan,Mulptan,surthay,Surthay,Mulptan to Mulsantir,road,road,False,False,286.950758,0.85,20.4,14.066214,0.24,2.511663,50.233262
LEG-000677,mulsantir,Mulsantir,kront,Kront,Kront to Two Stars,road,road,False,False,182.420967,0.85,20.4,8.942204,0.24,1.59672,31.9344
LEG-000678,mulsantir,Mulsantir,surthay,Surthay,Mulptan to Mulsantir,road,road,False,False,89.120209,0.85,20.4,4.368638,0.24,0.780064,15.601279
LEG-000679,mulsantir,Mulsantir,two_stars,Two Stars,Mulptan to Mulsantir,road,road,False,False,60.351388,0.85,20.4,2.958401,0.24,0.528252,10.565043
LEG-000680,murann,Murann,athkatla,Athkatla,The Sword Coast Run,sea,sea lane,False,False,158.814766,1.2,86.4,1.838134,0.216,0.289678,5.793563
LEG-000681,murann,Murann,crimmor,Crimmor,caravan track,track,wilderness track,False,True,167.063341,0.85,15.3,10.919173,0.315,2.248574,44.971486
LEG-000682,murann,Murann,esmeltaran,Esmeltaran,caravan track,track,wilderness track,False,True,249.40012,0.85,15.3,16.300661,0.315,3.356779,67.135578
LEG-000683,murann,Murann,imnescar,Imnescar,Crimmor through Purskul and Imnescar to Mosstone,road,road,False,False,121.884788,0.85,20.4,5.974744,0.24,1.06685,21.337008
LEG-000684,murann,Murann,lantan,Lantan,Sea of Swords coasting run,sea,sea lane,False,False,371.796087,0.95,68.4,5.435615,0.189,0.837598,16.751958
LEG-000685,murann,Murann,mosstone,Mosstone,Crimmor through Purskul and Imnescar to Mosstone,road,road,False,False,168.147606,0.85,20.4,8.24253,0.27,1.507394,30.147877
LEG-000686,murann,Murann,purskul,Purskul,caravan track,track,wilderness track,False,True,146.951318,0.85,15.3,9.604661,0.336,2.009464,40.189284
LEG-000687,murann,Murann,velen,Velen,Sea of Swords coasting run,sea,sea lane,False,False,215.430383,0.95,68.4,3.149567,0.2565,0.512883,10.257661
LEG-000688,murann,Murann,zazesspur,Zazesspur,The Sword Coast Run,sea,sea lane,False,False,209.390664,1.2,86.4,2.423503,0.243,0.390409,7.808178
LEG-000689,murghyr,Murghyr,rauthil,Rauthil,Sultim through Rauthil to Murghyr,trail,trail,False,False,93.723226,0.7,13.3,7.046859,0.156,1.207262,24.145245
LEG-000690,mussum,Mussum,elbulder,Elbulder,Iljak junction through Elbulder to Torsh trail,trail,trail,False,False,230.724217,0.7,13.3,17.347685,0.273,3.27279,65.455801
LEG-000691,mussum,Mussum,fort_arran,Fort Arran,The Vilhon Road,road,road,False,False,127.696827,0.85,20.4,6.259648,0.18,1.063639,21.272789
LEG-000692,mussum,Mussum,iljak,Iljak,The Vilhon Road,road,road,False,False,108.972451,0.85,20.4,5.341787,0.18,0.907676,18.153528
LEG-000693,mussum,Mussum,shamph,Shamph,Iljak junction through Elbulder to Torsh trail,trail,trail,False,False,82.879595,0.7,13.3,6.231549,0.234,1.139618,22.792362
LEG-000694,myratma,Myratma,calimport,Calimport,Memnon to Calimport,road,road,False,False,208.325753,0.85,20.4,10.212047,0.285,1.889637,37.792743
LEG-000695,myratma,Myratma,darromar,Darromar,caravan track,track,wilderness track,False,True,235.370771,0.85,15.3,15.383711,0.252,3.01618,60.32359
LEG-000696,myratma,Myratma,memnon,Memnon,The Trade Way,road,road,False,False,39.498987,1.3,31.2,1.265993,0.27,0.231525,4.630497
LEG-000697,myratma,Myratma,zazesspur,Zazesspur,The Trade Way,road,road,False,False,120.88168,1.3,31.2,3.874413,0.24,0.691815,13.836303
LEG-000698,myth_drannor,Myth Drannor,ashabenford,Ashabenford,caravan track,track,wilderness track,False,True,72.180468,0.85,15.3,4.717678,0.231,0.909448,18.188968
LEG-000699,myth_drannor,Myth Drannor,elventree,Elventree,Tilverton via Ashabenford junction to Hillsfar,road,road,False,False,194.263731,0.85,20.4,9.522732,0.18,1.618103,32.362052
LEG-000700,myth_drannor,Myth Drannor,essembra,Essembra,Tilverton via Ashabenford junction to Hillsfar,road,road,False,False,110.826616,0.85,20.4,5.432677,0.18,0.923121,18.46241
LEG-000701,myth_drannor,Myth Drannor,harrowdale_town,Harrowdale Town,The Dalelands Trail,trail,trail,False,False,145.659226,0.9,17.1,8.518083,0.195,1.508544,30.170881
LEG-000702,myth_drannor,Myth Drannor,hillsfar,Hillsfar,caravan track,track,wilderness track,False,True,100.126969,0.7,12.6,7.946585,0.252,1.558033,31.160657
LEG-000703,myth_drannor,Myth Drannor,shadowdale,Shadowdale,caravan track,track,wilderness track,False,True,123.612338,0.85,15.3,8.079238,0.231,1.557472,31.149437
LEG-000704,myth_drannor,Myth Drannor,zhentil_keep,Zhentil Keep,caravan track,track,wilderness track,False,True,120.455178,0.7,12.6,9.559935,0.336,2.000107,40.002132
LEG-000705,n_jast,N'Jast,bildoobaris,Bildoobaris,Narfell Long Road from Impiltur junction to N'Jast,trail,trail,False,False,35.537304,0.7,13.3,2.671978,0.312,0.519535,10.390702
LEG-000706,nashkel,Nashkel,athkatla,Athkatla,The Trade Way,road,road,False,False,118.526157,1.3,31.2,3.798915,0.225,0.670129,13.402573
LEG-000707,nashkel,Nashkel,beregost,Beregost,The Trade Way,road,road,False,False,101.783918,1.3,31.2,3.262305,0.255,0.589564,11.791275
LEG-000708,nashkel,Nashkel,candlekeep,Candlekeep,caravan track,track,wilderness track,False,True,135.632002,0.7,12.6,10.764445,0.21,2.039712,40.794231
LEG-000709,nashkel,Nashkel,crimmor,Crimmor,caravan track,track,wilderness track,False,True,100.169956,0.85,15.3,6.547056,0.294,1.326698,26.533961
LEG-000710,nashkel,Nashkel,durlag_s_tower,Durlag's Tower,Coast Way: Beregost to Nashkel,road,road,False,False,78.136282,0.85,20.4,3.83021,0.27,0.700469,14.009376
LEG-000711,nashkel,Nashkel,esmeltaran,Esmeltaran,caravan track,track,wilderness track,False,True,225.454297,0.85,15.3,14.735575,0.294,2.986023,59.720456
LEG-000712,nashkel,Nashkel,purskul,Purskul,caravan track,track,wilderness track,False,True,121.665155,0.85,15.3,7.951971,0.315,1.637541,32.750828
LEG-000713,nashkel,Nashkel,the_twin_towers,The Twin Towers,Nashkel through Cloud Peaks to Crimmor,road,road,False,False,71.083257,0.85,20.4,3.484473,0.21,0.607135,12.142693
LEG-000714,nathlekh,Nathlekh,assam,Assam,Ormath through Assam to Nathlekh,trail,trail,False,False,99.563345,0.7,13.3,7.485966,0.39,1.542094,30.84188
LEG-000715,nathoud,Nathoud,bildoobaris,Bildoobaris,N'Jast to Nathoud,trail,trail,False,False,415.524131,0.7,13.3,31.242416,0.312,6.074725,121.494507
LEG-000716,nathoud,Nathoud,mulptan,Mulptan,Nathoud via Mulptan to Immilmar,trail,trail,False,False,179.395511,0.7,13.3,13.488384,0.312,2.62266,52.453197
LEG-000717,neldorild,Neldorild,gheldaneth,Gheldaneth,Skuld to Gheldaneth trail,trail,trail,False,False,68.478907,0.7,13.3,5.14879,0.156,0.882087,17.641732
LEG-000718,neldorild,Neldorild,skuld,Skuld,Skuld to Gheldaneth trail,trail,trail,False,False,107.759147,0.7,13.3,8.102191,0.156,1.388061,27.761219
LEG-000719,nemesser,Nemesser,lantan,Lantan,local market ferry,ferry,ferry,False,True,91.915722,0.65,19.5,4.713627,0.096,0.650933,13.01866
LEG-000720,nemesser,Nemesser,sundrah,Sundrah,local market ferry,ferry,ferry,False,True,249.78833,0.65,19.5,12.809658,0.096,1.768963,35.379251
LEG-000721,nesme,Nesmé,everlund,Everlund,The River Rauvin,river,river,False,False,145.225136,1.05,42.0,3.457741,0.147,0.523516,10.470317
LEG-000722,nesme,Nesmé,griffon_s_nest,Griffon's Nest,local market trail,trail,trail,False,True,83.431709,0.65,12.35,6.755604,0.429,1.430687,28.613739
LEG-000723,nesme,Nesmé,jalanthar,Jalanthar,caravan track,track,wilderness track,False,True,28.856368,0.85,15.3,1.886037,0.441,0.425604,8.512086
LEG-000724,nesme,Nesmé,menzoberranzan,Menzoberranzan,Menzoberranzan Surface Way,tunnel+trail,Underdark tunnel and trail,True,True,35.618254,0.35,6.472258,5.503219,0.915975,1.932661,38.653222
LEG-000725,nesme,Nesmé,mirabar,Mirabar,caravan track,track,wilderness track,False,True,187.597228,0.5499999999999999,9.9,18.949215,0.315,3.902193,78.043858
LEG-000726,nesme,Nesmé,mithral_hall,Mithral Hall,The Mithral Road,road,road,False,False,72.911247,0.95,22.8,3.197862,0.18,0.543381,10.867613
LEG-000727,nesme,Nesmé,silverymoon,Silverymoon,The Mithral Road,road,road,False,False,132.708138,0.95,22.8,5.820532,0.195,1.001597,20.031944
LEG-000728,nesme,Nesmé,yartar,Yartar,The Evermoor Way,road,road,False,False,171.040258,0.95,22.8,7.501766,0.285,1.388127,27.762535
LEG-000729,nethentir,Nethentir,nethjet,Nethjet,Nethjet through Amruthar to Pyarados,road,road,False,False,34.754136,0.85,20.4,1.703634,0.255,0.307881,6.157615
LEG-000730,nethentir,Nethentir,phent,Phent,Phent to Nethentir trail,trail,trail,False,False,310.177939,0.7,13.3,23.32165,0.312,4.534624,90.692484
LEG-000731,nethentir,Nethentir,two_stars,Two Stars,Two Stars to Nethentir trail,trail,trail,False,False,249.111956,0.7,13.3,18.730222,0.312,3.641874,72.837489
LEG-000732,nethjet,Nethjet,amruthar,Amruthar,Nethjet through Amruthar to Pyarados,road,road,False,False,115.034766,0.85,20.4,5.638959,0.27,1.031253,20.625057
LEG-000733,nethjet,Nethjet,nethentir,Nethentir,Nethjet through Amruthar to Pyarados,road,road,False,False,34.754136,0.85,20.4,1.703634,0.255,0.307881,6.157615
LEG-000734,neverwinter,Neverwinter,leilon,Leilon,The High Road,road,road,False,False,90.603276,1.25,30.0,3.020109,0.21,0.526224,10.524477
LEG-000735,neverwinter,Neverwinter,luskan,Luskan,caravan track,track,wilderness track,False,True,126.281313,0.85,15.3,8.253681,0.42,1.835387,36.707749
LEG-000736,neverwinter,Neverwinter,phandalin,Phandalin,caravan track,track,wilderness track,False,True,120.524271,0.85,15.3,7.877403,0.336,1.648091,32.961829
LEG-000737,neverwinter,Neverwinter,port_llast,Port Llast,The Sword Coast Run,sea,sea lane,False,False,59.823908,1.2,86.4,0.692406,0.2025,0.107907,2.158147
LEG-000738,neverwinter,Neverwinter,ruathym,Ruathym,Sea of Swords coasting run,sea,sea lane,False,False,404.599011,0.95,68.4,5.91519,0.243,0.952895,19.057891
LEG-000739,neverwinter,Neverwinter,waterdeep,Waterdeep,The Sword Coast Run,sea,sea lane,False,False,246.606671,1.2,86.4,2.854244,0.1215,0.414854,8.297081
LEG-000740,nighthawk_tower,Nighthawk Tower,phsant,Phsant,local market trail,trail,trail,False,True,294.736306,0.65,12.35,23.865288,0.312,4.640328,92.806568
LEG-000741,nimbral,Nimbral,calimport,Calimport,Sea of Swords coasting run,sea,sea lane,False,False,428.376587,0.95,68.4,6.262816,0.189,0.965065,19.301296
LEG-000742,nimbral,Nimbral,fort_beluarian,Fort Beluarian,local market trail,trail,trail,False,True,24.455879,0.65,12.35,1.980233,0.117,0.327807,6.556132
LEG-000743,nimbral,Nimbral,lantan,Lantan,Sea of Swords coasting run,sea,sea lane,False,False,261.585053,0.95,68.4,3.824343,0.0945,0.542472,10.849447
LEG-000744,nimbral,Nimbral,memnon,Memnon,Sea of Swords coasting run,sea,sea lane,False,False,393.175546,0.95,68.4,5.74818,0.1755,0.875705,17.514108
LEG-000745,nimbral,Nimbral,port_nyanzaru,Port Nyanzaru,Sea of Swords coasting run,sea,sea lane,False,False,83.543821,0.95,68.4,1.221401,0.1485,0.1818,3.636003
LEG-000746,nimbral,Nimbral,sambar,Sambar,local market ferry,ferry,ferry,False,True,313.059627,0.65,19.5,16.05434,0.072,2.168492,43.369836
LEG-000747,nimbral,Nimbral,velen,Velen,The Nimbral Run,sea+air,sea lane and skyship,True,False,471.51808,0.9,68.93011,6.840524,0.21555,7.890417,157.808347
LEG-000748,nimbral,Nimbral,winterkeep,Winterkeep,The Nimbral Accord,teleport,teleportation circle,False,False,3483.846257,0.75,3750.0,0.929026,0.033,230.324044,4606.480874
LEG-000749,nimpeth,Nimpeth,hlondeth,Hlondeth,Mimph to Nimpeth trail,trail,trail,False,False,94.740895,0.7,13.3,7.123376,0.234,1.302714,26.054287
LEG-000750,nonthal,Nonthal,gildenglade,Gildenglade,Alaghon through Turmish to Hlondeth,road,road,False,False,46.697745,0.85,20.4,2.289105,0.15,0.379076,7.581516
LEG-000751,nonthal,Nonthal,morningstar_hollows,Morningstar Hollows,Alaghon through Turmish to Hlondeth,road,road,False,False,63.693321,0.85,20.4,3.122222,0.15,0.51704,10.340798
LEG-000752,nyth,Nyth,telflamm,Telflamm,Telflamm through Phent and Phsant to Tammar,road,road,False,False,51.614339,0.85,20.4,2.530115,0.24,0.451777,9.035545
LEG-000753,ordulin,Ordulin,archenbridge,Archenbridge,Arabel via Highmoon road to Ordulin,road,road,False,False,176.957521,0.85,20.4,8.674388,0.15,1.436479,28.729574
LEG-000754,ordulin,Ordulin,harrowdale_town,Harrowdale Town,caravan track,track,wilderness track,False,True,141.201735,0.7,12.6,11.206487,0.21,2.123472,42.469448
LEG-000755,ordulin,Ordulin,saerloon,Saerloon,caravan track,track,wilderness track,False,True,156.016185,0.85,15.3,10.197136,0.21,1.932215,38.644291
LEG-000756,ordulin,Ordulin,scardale,Scardale,Ordulin to Yhaunn,road,road,False,False,115.073699,0.85,20.4,5.640868,0.15,0.934128,18.682554
LEG-000757,ordulin,Ordulin,selgaunt,Selgaunt,The Sembian Roads,road,road,False,False,100.26514,1.2,28.8,3.481428,0.135,0.569005,11.380093
LEG-000758,ordulin,Ordulin,yhaunn,Yhaunn,The Sembian Roads,road,road,False,False,56.262599,1.2,28.8,1.953562,0.15,0.32351,6.470199
LEG-000759,orlumbor,Orlumbor,baldur_s_gate,Baldur's Gate,Sea of Swords coasting run,sea,sea lane,False,False,203.807802,0.95,68.4,2.979646,0.189,0.459147,9.182936
LEG-000760,orlumbor,Orlumbor,candlekeep,Candlekeep,Sea of Swords coasting run,sea,sea lane,False,False,316.237284,0.95,68.4,4.623352,0.1215,0.671988,13.439752
LEG-000761,orlumbor,Orlumbor,mintarn,Mintarn,The Nelanther Passage,sea,sea lane,False,False,210.101737,1.0,72.0,2.91808,0.243,0.470082,9.401633
LEG-000762,orlumbor,Orlumbor,warlock_s_crypt,Warlock's Crypt,local market trail,trail,trail,False,True,95.135535,0.65,12.35,7.703282,0.312,1.497814,29.956277
LEG-000763,orlumbor,Orlumbor,waterdeep,Waterdeep,The Nelanther Passage,sea,sea lane,False,False,268.341424,1.0,72.0,3.726964,0.1485,0.554742,11.094845
LEG-000764,ormath,Ormath,assam,Assam,Ormath through Assam to Nathlekh,trail,trail,False,False,108.56811,0.7,13.3,8.163016,0.39,1.681565,33.631299
LEG-000765,ormath,Ormath,hlondeth,Hlondeth,The Shining Plains Road,road,road,False,False,289.478975,1.0,24.0,12.061624,0.24,2.153724,43.074471
LEG-000766,ormath,Ormath,lheshayl,Lheshayl,The Shining Plains Road,road,road,False,False,84.693565,1.0,24.0,3.528899,0.24,0.63012,12.602402
LEG-000767,ormpe,Ormpe,vaelan,Vaelan,Ormpе through Vaelan and Assur toward Shoun,trail,trail,False,False,72.920183,0.7,13.3,5.482721,0.156,0.939295,18.785906
LEG-000768,ormpetarr,Ormpetarr,arrabar,Arrabar,The Vilhon Road,road,road,False,False,87.73212,1.0,24.0,3.655505,0.18,0.621143,12.422868
LEG-000769,ormpetarr,Ormpetarr,fort_arran,Fort Arran,The Vilhon Road,road,road,False,False,48.80502,0.85,20.4,2.392403,0.18,0.406517,8.130342
LEG-000770,ormpetarr,Ormpetarr,kagarr,Kagarr,The Golden Road: Ormpetarr to Innarlith,road,road,False,False,98.676667,0.85,20.4,4.837092,0.18,0.821919,16.438372
LEG-000771,ormpur,Ormpur,sheirtalar,Sheirtalar,Ormpur to Sheirtalar trail,trail,trail,False,False,77.798911,0.7,13.3,5.849542,0.39,1.204994,24.09988
LEG-000772,palischuk,Palischuk,castle_perilous,Castle Perilous,Castle Perilous to Darmshall,trail,trail,False,False,70.787011,0.7,13.3,5.322332,0.429,1.127152,22.543034
